date,cnpj,nome,nav
2023-03-09,18.168.456/0001-20,CSHG ALDEIA GUAPRA  FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,143831760.7
2018-11-12,18.168.459/0001-64,,0
2016-09-22,18.168.465/0001-11,MISHPACHA FUNDO DE INVESTIMENTO MULTIMERCADO PREVIDENCIÁRIO,0
2023-03-09,18.168.470/0001-24,CSHG ADAM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRED PRIV IE,510127117.88
2017-08-10,18.168.474/0001-02,MANAGER ARX EXTRA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,0
2023-03-09,18.168.479/0001-35,SAFRA FUNDO DE INVESTIMENTO EM AÇÕES BDR-NIVEL I PB,135918854.42
2015-02-19,18.168.482/0001-59,,1407294.12
2023-03-09,18.168.491/0001-40,PESCADOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,26683855.57
2017-03-01,18.168.493/0001-39,MOSAC FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,111969.82
2021-11-12,18.168.516/0001-05,GUIDE TATICAL HIGH YIELD FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,0
2023-03-09,18.179.536/0001-81,BNB MASTER 60 FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI,590280266.78
2023-03-09,18.179.553/0001-19,BNB MASTER 60 FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO,1276732503.93
2023-03-09,18.185.821/0001-05,ARION MULTIMERCADO FUNDO DE INVESTIMENTO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,146736813.62
2016-08-29,18.185.825/0001-93,,0
2023-03-09,18.185.829/0001-71,,259463593.52
2023-03-09,18.185.832/0001-95,FARO INVESTIMENTOS AÇÕES INVESTIMENTO NO EXTERIOR FUNDO DE INVESTIMENTO,58125508.55
2018-05-10,18.188.882/0001-26,CSHG RAMOS PRIVATE INVESTMENT XVII FIC FI MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,0
2019-09-06,18.188.996/0001-76,LIBERDADE VIGIADA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,0
2023-03-09,18.189.020/0001-18,ORIGENS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,27142692.16
2023-03-09,18.189.040/0001-99,LAGUNNA FUNDO DE INVESTIMENTO EM COTAS DE FDOS DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR,145690377.69
2022-03-02,18.197.289/0001-46,CSHG TUTI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRED PRIV IE,0
2016-07-11,18.197.290/0001-70,,0
2014-04-24,18.197.409/0001-05,,0
2023-03-08,18.197.417/0001-51,BLACK RIVER 10 FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,55760869.58
2023-03-09,18.197.423/0001-09,CSHG 1212 FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,23611329.57
2023-03-09,18.197.429/0001-86,CSHG VERDE AM ALPHA FIC FI MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR,7477340.58
2016-04-07,18.197.437/0001-22,,0
2015-04-13,18.199.777/0001-92,,0
2023-03-09,18.205.277/0001-16,MANAGER APEX INFINITY 8 LONG BIASED FDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,10148879.07
2015-08-26,18.205.293/0001-09,,0
2022-05-02,18.205.313/0001-41,GREEN FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,0
2015-03-24,18.205.462/0001-00,,0
2021-06-29,18.205.469/0001-22,KOACH FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,0
2014-12-30,18.206.707/0001-14,,11002958.99
2023-03-09,18.206.732/0001-06,FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO V8 - INVESTIMENTO NO EXTERIOR,1697263.69
2023-03-09,18.206.970/0001-03,REDMOND FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO - INVESTIMENTO NO EXTERIOR,192264609.39
2023-03-09,18.206.983/0001-82,GAMA 1 FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO - INVESTIMENTO NO EXTERIOR,174071395.01
2019-03-13,18.207.057/0001-21,SAFRA ABSOLUTO 30 DISTRIBUIDORES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULT,0
2017-09-21,18.207.073/0001-14,MANAGER KONDOR LX FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,0
2023-03-09,18.207.093/0001-95,ALX 2 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS MULTIMERCADO CRÉDITO PRIVADO,64001577.07
2018-07-25,18.207.143/0001-34,BULLDOG FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,0
2014-10-28,18.207.162/0001-60,,0
2015-09-29,18.207.174/0001-95,,0
2015-06-05,18.214.041/0001-46,,0
2023-03-09,18.214.066/0001-40,AC2 ALL EQUITIES FUNDO DE INVESTIMENTO DE ACOES,18082383.27
2022-04-20,18.214.152/0001-52,BB ICARO I AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,0
2023-03-08,18.214.162/0001-98,BB GATO AZUL MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CREDITO PRIVADO,9653982.38
2023-03-09,18.216.422/0001-64,DIJON FUNDO DE INVESTIMENTO MULTIMERCADO CRED PRIV INVESTIMENTO NO EXTERIOR,21861357
2014-09-10,18.216.425/0001-06,,0
2016-03-02,18.216.470/0001-52,,0
2018-07-03,18.216.477/0001-74,MACARRON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,0
2022-08-17,18.221.955/0001-34,BB ICARO II MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CREDITO PRIVADO,0
2023-03-08,18.221.956/0001-89,BB PALLKAN MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CRÉDITO PRIVADO,15793467.08
2016-03-23,18.221.974/0001-60,,0
2016-05-06,18.222.014/0001-15,,0
2016-12-14,18.222.016/0001-04,BTG PACTUAL ALLOCATION USD CLASS FIM CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR,0
2023-03-09,18.222.025/0001-03,FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO CINNAMON - INVESTIMENTO NO EXTERIOR,45496175.56
2016-06-27,18.222.031/0001-52,,29471793.8
2023-03-09,18.237.547/0001-70,PACIFICO MACRO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO,134182874.66
2023-03-09,18.238.310/0001-04,BRASIL CAPITAL AÇÕES LO JEQUITIBÁ FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES,83243562.3
2013-09-23,18.238.624/0001-07,,0
2023-03-09,18.238.686/0001-19,FUNDO DE INVESTIMENTO MULTIMERCADO RIVERS INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO,1357625378.76
2016-03-23,18.238.744/0001-04,,0
2022-06-14,18.239.849/0001-88,VERDE AM ALL PRISMA FI EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,0
2016-05-19,18.239.851/0001-57,,0
2016-07-15,18.247.720/0001-11,,0
2023-03-09,18.247.733/0001-90,FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO MAR - INVESTIMENTO NO EXTERIOR,33832654.44
2023-03-09,18.248.733/0001-05,QUARTIER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM  AÇÕES,664657917.11
2018-03-09,18.248.812/0001-16,OPUS AÇÕES MASTER FI DE AÇÕES,1213535.42
2014-07-14,18.248.830/0001-06,,0
2023-03-09,18.249.225/0001-41,BB SIMA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO,47685236.19
2023-03-09,18.249.239/0001-65,BB RENDA FIXA LP INFLAÇÃO IMA-B 5 PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FI,434967481.17
2023-03-09,18.254.496/0001-95,BRE FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR,6929435.58
2016-07-26,18.254.509/0001-26,,0
2016-03-04,18.255.221/0001-76,,0
2023-03-09,18.255.230/0001-67,BOSCH BRASIL ALM FUNDO DE INVESTIMENTO RENDA FIXA,64716572.06
2019-05-14,18.255.509/0001-40,,0
2020-05-26,18.255.517/0001-97,FPRF3 ARARAJUBA FUNDO DE INVESTIMENTO MULTIMERCADO PREVIDENCIARIO CRÉDITO PRIVADO,0
2019-02-18,18.255.535/0001-79,17828 EBA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,20152460.86
2014-12-29,18.255.550/0001-17,,0
2023-03-09,18.265.088/0001-39,ARDMORE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,43074268.23
2023-03-09,18.265.092/0001-05,FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO SDL - INVESTIMENTO NO EXTERIOR,203332992.04
2019-03-20,18.265.372/0001-05,,0
2023-03-09,18.265.408/0001-50,TF FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR,697647591.78
2014-01-14,18.265.451/0001-16,,0
2023-03-09,18.265.459/0001-82,SISTINA FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,147173023.64
2014-10-21,18.265.460/0001-07,,0
2017-10-09,18.265.471/0001-97,EMERALD FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,0
2023-03-09,18.265.481/0001-22,MONTAIGNE FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,22894588.39
2018-09-14,18.265.732/0001-79,,0
2023-03-09,18.265.920/0001-05,,28663405.35
2023-03-09,18.265.951/0001-58,BARCHETTA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,10147811.73
2022-07-21,18.265.965/0001-71,D&D FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,0
2016-01-27,18.268.562/0001-86,,0
2023-03-09,18.268.644/0001-20,FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO RIBEIRO - INVESTIMENTO NO EXTERIOR,23251247.06
2023-03-09,18.270.776/0001-97,BB PREVIDÊNCIA INFLAÇÃO FUNDO DE INVESTIMENTO RENDA FIXA,515281162.4
2023-03-09,18.270.783/0001-99,BB AÇÕES ALOCAÇÃO FUNDO DE INVESTIMENTO EM AÇÕES,339319450.1
2016-03-30,18.270.866/0001-88,,0
2023-03-09,18.270.870/0001-46,FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO APPOLO - IE,24879532.7
2015-05-22,18.271.989/0001-33,,0
2016-02-23,18.271.994/0001-46,,0
2014-08-28,18.272.154/0001-06,,0
2023-03-09,18.272.304/0001-73,BOSCH BRASIL ALM II FUNDO DE INVESTIMENTO RENDA FIXA,488584025.63
2018-03-22,18.281.422/0001-48,,0
2023-03-09,18.281.442/0001-19,FUNDO DE INVESTIMENTO MULTIMERCADO SANTA CRISTINA INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO,258323683.17
2017-07-04,18.281.596/0001-00,,0
2017-02-22,18.282.353/0001-97,BRADESCO FIC DE FUNDOS DE INVEST MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR CAMPORA II,0
2017-02-08,18.284.156/0001-07,BRB DTVM FI MULTIMERCADO EXCLUSIVO CREDITO PRIVADO LP,41335141.08
2018-10-26,18.287.931/0001-88,GERAÇÃO FUTURO SMALL CAPS FUNDO DE INVESTIMENTO EM AÇÕES,0
2019-07-31,18.289.011/0001-07,,0
2017-05-19,18.289.875/0001-10,BB IGUAÇU FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA LONGO PRAZO,0
2023-03-09,18.289.916/0001-79,KOI EDMOND DE ROTHSCHILD EUROPE SYNERGY INVESTIMENTO NO EXTERIOR FUNDO DE INVESTIMENTO EM AÇÕES,31649947.21
2015-12-24,18.289.977/0001-36,,0
2016-08-15,18.289.981/0001-02,,0
2017-02-09,18.289.982/0001-49,VIC BRASIL CAPITAL LONG BIASED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,5904613.21
2022-11-28,18.289.985/0001-82,TB GLOBAL HEDGE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR,0
2015-03-10,18.289.988/0001-16,,0
2023-03-09,18.289.993/0001-29,SPX NIMITZ ONE FEEDER FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,11562998.11
2023-03-09,18.295.384/0001-82,3G RADAR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES 60,67963192.97
2014-06-18,18.298.115/0001-70,,0
2023-03-09,18.298.120/0001-82,JMG FUNDO DE INVESTIMENTO DE AÇÕES - INVESTIMENTO NO EXTERIOR,139833429.16
2023-03-09,18.298.237/0001-66,FIC DE FI MULTIMERCADO CRÉDITO PRIVADO SOLAIA - INVESTIMENTO NO EXTERIOR,11882277.79
2018-12-18,18.298.252/0001-04,SOBE FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR,0
2023-03-09,18.298.411/0001-70,TI KAPITALO ZETA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,339494946.58
2023-03-09,18.298.420/0001-61,VIC BRASIL CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,83690425.13
2023-03-09,18.298.864/0001-05,KOI EDMOND DE ROTHSCHILD EUROPE SYNERGY INVEST NO EXTERIOR FI EM COTAS DE FI EM AÇÕES,31797853.82
2017-09-11,18.298.883/0001-23,QORPO SANTO FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,0
2022-11-28,18.299.160/0001-49,RGSL FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,0
2014-09-25,18.299.178/0001-40,,0
2023-03-09,18.300.570/0001-62,INVESTFORT PENEDO FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,241536384.07
2023-03-09,18.302.338/0001-63,ARTICA LONG TERM FUNDO DE INVESTIMENTO DE AÇÕES,202462105.69
2023-03-09,18.302.852/0001-07,JACARÉ II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO IE,39861344.12
2017-11-29,18.302.861/0001-90,,0
2023-03-09,18.302.872/0001-70,CSHG PREV DIRECIONAL IMA-B ZURICH RENDA FIXA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO,36123006.6
2014-03-28,18.302.891/0001-04,,0
2023-03-09,18.302.904/0001-37,CSHG PREVIDENCIÁRIO MASTER DIRECIONAL IMA-B RENDA FIXA FUNDO DE INVESTIMENTO,102339343.58
2014-11-07,18.302.917/0001-06,,17028378.71
2023-03-09,18.302.940/0001-09,CSHG ZURICH ATIVO FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO PREVIDENCIÁRIO - CRÉDITO PRIVADO,43308157.31
2014-04-30,18.303.096/0001-22,,0.01
2016-02-26,18.305.108/0001-58,,0
2023-03-09,18.307.549/0001-99,BB CPSEC FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA LONGO PRAZO,21732590.98
2018-01-03,18.307.663/0001-19,BRASIL PLURAL EQUITY HEDGE 30 A FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,0
2017-04-20,18.307.762/0001-09,3R PSE FUNDO DE INVESTIMENTO DE AÇÕES,0
2023-03-09,18.307.768/0001-78,NKN FUNDO DE INVESTIMENTO DE AÇÕES,54977147.26
2015-09-15,18.307.828/0001-52,,0
2013-10-09,18.307.836/0001-07,,0
2015-05-14,18.307.891/0001-99,,0
2020-04-28,18.307.980/0001-35,G5 CAPRI FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR,0
2015-03-25,18.307.988/0001-00,,0
2022-02-03,18.308.074/0001-55,BLUE CAPITAL FUNDO DE INVESTIMENTO EM AÇÕES,0
2015-10-21,18.308.086/0001-80,,0
2013-10-30,18.310.954/0001-66,,11389636.82
2017-12-20,18.316.514/0001-16,STK GLOBAL LONG ONLY FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,0
2014-08-13,18.316.534/0001-97,,0
2023-03-09,18.316.558/0001-46,PLURAL CRÉDITO CORPORATIVO II FIC DE FUNDOS DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO,139439545.7
2016-05-25,18.316.566/0001-92,FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO TUCANO - INVESTIMENTO NO EXTERIOR,2336913.48
2023-03-09,18.316.573/0001-94,FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO KAPALUA - INVESTIMENTO NO EXTERIOR,37472084.33
2023-03-09,18.316.633/0001-79,WHOOP FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR,117842916.72
2023-03-09,18.316.637/0001-57,PENÍNSULA PE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR,54397858.37
2019-03-28,18.316.686/0001-90,RASUP FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,0
2023-03-09,18.316.792/0001-73,FMHE FUNDO DE INVESTIMENTO DE ACOES INVESTIMENTO NO EXTERIOR,63192407.58
2016-08-25,18.316.804/0001-60,,0
2014-12-11,18.319.860/0001-58,,0
2023-03-09,18.323.970/0001-93,M SQUARE GLOBAL EQUITY MANAGERS INSTITUCIONAL FIC DE FI MULTIMERCADO INVESTIMENTO NO EXTERIOR,22062148.64
2020-08-05,18.324.938/0001-22,BB AÇÕES TOTAL RETURN DISTRIBUIÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,0
2023-03-09,18.324.946/0001-79,BB TOP AÇÕES TOTAL RETURN FUNDO DE INVESTIMENTO,833911409.08
2023-03-09,18.324.976/0001-85,3G RADAR MASTER FUNDO DE INVESTIMENTO DE AÇÕES,762883250.55
2017-07-24,18.324.979/0001-19,BTG PACTUAL INDEX BOLSA EUA FUNDO DE INVESTIMENTO MULTIMERCADO,0
2015-06-19,18.325.005/0001-50,,0
2015-12-31,18.326.115/0001-36,,0
2018-09-13,18.326.146/0001-97,,0
2018-07-24,18.330.749/0001-62,NAXOS FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO - IE - IP,0
2017-09-11,18.330.763/0001-66,CERIO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,0
2015-04-23,18.330.786/0001-70,,0
2015-02-27,18.330.802/0001-25,,0
2018-07-02,18.330.821/0001-51,IOS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,0
2023-03-09,18.330.832/0001-31,FOUNDRY FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO LONGO PRAZO INVESTIMENTO NO EXTERIOR,165133717.37
2023-03-09,18.333.418/0001-86,QUATTRO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,31206438.82
2013-10-10,18.341.163/0001-01,,16947795.48
2023-03-09,18.341.171/0001-40,3G RADAR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES 1080,38473118.67
2018-10-18,18.347.231/0001-31,BR AÇÕES MULTIGESTOR FUNDO DE INVESTIMENTO EM AÇÔES,0
2023-03-09,18.347.243/0001-66,CELOS CLARITAS VALOR FUNDO DE INVESTIMENTO DE AÇÕES,42989325.36
2017-09-19,18.347.290/0001-00,GUEPARDO ESCALON INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES,0
2023-03-09,18.347.309/0001-18,QUATÁ MULTISETORIAL FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,47964937.05
2023-03-09,18.347.361/0001-74,VPA FUNDO DE INVESTIMENTO MULTIMERCADO,45051396.67
2017-06-13,18.347.372/0001-54,,0
2016-06-21,18.349.913/0001-83,,0
2023-03-09,18.351.057/0001-09,CRETA FUNDO DE INVESTIMENTO MULTIMERCADO,479139581.99
2018-04-03,18.351.180/0001-11,ALOHA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,0
2023-03-09,18.362.209/0001-60,,36183547.85
2015-09-29,18.362.237/0001-88,,0
2023-03-09,18.364.675/0001-85,TRAFALGAR MIRINGUAVA FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO,11525367.43
2022-03-07,18.366.002/0001-64,AUSTRO MULTIPAR FUNDO DE INVESTIMENTO EM COTA DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,0
2023-03-09,18.368.511/0001-26,IBIZA FUNDO DE INVESTIMENTO MULTIMERCADO CRED PRIV INVESTIMENTO NO EXTERIOR,25179483.82
2023-03-09,18.368.524/0001-03,DINO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,126053785.82
2023-03-09,18.368.537/0001-74,VIC S LIQUIDEZ FIC FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,24588719.75
2023-03-09,18.369.649/0001-40,COPO DE LEITE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR,85172875.62
2019-09-27,18.369.659/0001-85,GERANIUM INSTITUCIONAL FUNDO DE INVESTIMENTO RENDA FIXA,0
2023-03-09,18.369.673/0001-89,ALENER II FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,41258430.77
2023-03-09,18.369.682/0001-70,IBIUNA LONG SHORT BP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,68979504.2
2019-01-08,18.369.695/0001-49,RIO BRAVO MISSISSIPI FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉD PRIV - INV NO EXTERIOR,0
2015-03-06,18.369.717/0001-70,,0
2016-08-01,18.369.726/0001-61,VITRUS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR,2268555.79
2016-07-28,18.369.733/0001-63,,320504.23
2023-03-09,18.369.750/0001-09,KOLOWI FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,4199447.38
2023-03-09,18.386.802/0001-47,BNP PARIBAS CAPITAL PROTEGIDO IX FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,3880169.99
2015-04-06,18.386.816/0001-60,,0
2023-03-07,18.386.826/0001-04,PEDRA BRANCA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,10306183.09
2014-12-01,18.386.834/0001-42,,0
2014-10-17,18.390.986/0001-19,,0
2023-03-09,18.390.994/0001-65,PALUDI FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,30974796.8
2023-03-09,18.391.138/0001-24,IBIUNA LONG SHORT STLS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,831397544.14
2023-03-09,18.391.142/0001-92,UNICRED INFLAÇÃO FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO,514570864.95
2023-03-09,18.391.155/0001-61,GÁVEA MACRO DÓLAR MASTER FUNDO DE INVESTIMENTO MULTIMERCADO,566828631.74
2023-03-09,18.391.163/0001-08,APOENA MACRO DÓLAR FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO,537558726.55
2023-03-09,18.391.171/0001-54,GÁVEA MACRO DÓLAR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,29385565.02
2016-07-28,18.391.315/0001-72,RODES FUNDO DE INVESTIMENTO MULTIMERCADO,523797.81
2023-03-09,18.391.324/0001-63,ÁQUILA 5 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,49092531.05
2018-03-20,18.391.332/0001-00,GMACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,0
2018-03-20,18.391.343/0001-90,GMACRO PREMIUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,0
2016-10-21,18.391.355/0001-14,PLANNER REDWOOD ENHANCED - FUNDO DE INVESTIMENTO MULTIMERCADO,0
2014-06-12,18.391.363/0001-60,,0
2014-05-28,18.391.386/0001-75,,0
2017-06-30,18.404.283/0001-00,SPINELLI DIVIDENDOS FUNDO DE INVESTIMENTO EM AÇÕES,1047297.68
2018-01-15,18.404.314/0001-15,DAYCOVAL BABI PARTNERS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,0
2023-03-09,18.416.553/0001-95,BNY MELLON ARX LIQUIDEZ FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI III,813773336.09
2023-03-09,18.416.618/0001-00,BNY MELLON ARX LIQUIDEZ FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI II,857359610.2
2023-03-09,18.418.812/0001-17,BNY MELLON ARX LIQUIDEZ FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI IV,809070319.3
